TCGA-YR-A95A-01A	1	3301765	61661425	32536	-0.5576
TCGA-YR-A95A-01A	1	61661912	74066303	7839	0.1116
TCGA-YR-A95A-01A	1	74066463	74070273	2	-1.3451
TCGA-YR-A95A-01A	1	74071568	105145008	18474	0.1058
TCGA-YR-A95A-01A	1	105148713	105902588	357	0.0217
TCGA-YR-A95A-01A	1	105903286	153820482	10574	0.1144
TCGA-YR-A95A-01A	1	153823260	158984771	2813	0.5268
TCGA-YR-A95A-01A	1	158986311	169507743	7512	0.118
TCGA-YR-A95A-01A	1	169508336	169784317	253	-0.5635
TCGA-YR-A95A-01A	1	169785295	195673786	15811	0.1086
TCGA-YR-A95A-01A	1	195675499	195677918	2	-1.9284
TCGA-YR-A95A-01A	1	195680112	220939709	16481	0.113
TCGA-YR-A95A-01A	1	220940281	220945158	4	-0.9401
TCGA-YR-A95A-01A	1	220945472	247650984	16867	0.1157
TCGA-YR-A95A-01A	2	480597	237488729	129898	0.0996
TCGA-YR-A95A-01A	2	237489522	237489625	3	-2.6351
TCGA-YR-A95A-01A	2	237489865	241537572	2245	0.1146
TCGA-YR-A95A-01A	3	2170634	50065604	27815	-0.5599
TCGA-YR-A95A-01A	3	50074729	76670505	16415	0.1218
TCGA-YR-A95A-01A	3	76670985	87124903	5405	0.0941
TCGA-YR-A95A-01A	3	87126148	87131664	5	-0.8222
TCGA-YR-A95A-01A	3	87138610	106987136	8561	0.0961
TCGA-YR-A95A-01A	3	106987423	187566347	43462	0.1136
TCGA-YR-A95A-01A	3	187566799	187568342	2	-1.6414
TCGA-YR-A95A-01A	3	187569029	197812401	5364	0.1209
TCGA-YR-A95A-01A	4	1059384	3146884	810	0.0955
TCGA-YR-A95A-01A	4	3147097	10167911	3924	0.1322
TCGA-YR-A95A-01A	4	10169481	10172072	2	-1.1563
TCGA-YR-A95A-01A	4	10172129	11607497	1164	0.1427
TCGA-YR-A95A-01A	4	11608080	107352408	53820	0.1053
TCGA-YR-A95A-01A	4	107358064	107358586	2	-1.5161
TCGA-YR-A95A-01A	4	107358937	148360777	22559	0.1095
TCGA-YR-A95A-01A	4	148361776	158955878	5952	-0.5592
TCGA-YR-A95A-01A	4	158956195	158956216	2	-3.4224
TCGA-YR-A95A-01A	4	158956221	162361186	1976	-0.566
TCGA-YR-A95A-01A	4	162361241	162362283	2	-2.3154
TCGA-YR-A95A-01A	4	162362401	187842528	13186	-0.5722
TCGA-YR-A95A-01A	5	913983	15179426	9880	0.1091
TCGA-YR-A95A-01A	5	15181534	30528936	7703	0.0781
TCGA-YR-A95A-01A	5	30530417	36787776	3835	0.1181
TCGA-YR-A95A-01A	5	36787993	36792526	4	-1.5032
TCGA-YR-A95A-01A	5	36792713	45383300	4696	0.0983
TCGA-YR-A95A-01A	5	50828231	78981337	15886	-0.5668
TCGA-YR-A95A-01A	5	78983832	180934240	59024	0.1117
TCGA-YR-A95A-01A	6	1011760	25157446	17133	0.1133
TCGA-YR-A95A-01A	6	25164842	26565770	659	-0.5741
TCGA-YR-A95A-01A	6	26571135	26662692	50	0.1295
TCGA-YR-A95A-01A	6	26663122	27104557	99	-0.5003
TCGA-YR-A95A-01A	6	27105248	53095558	13559	0.1141
TCGA-YR-A95A-01A	6	53103961	53162345	49	-0.6288
TCGA-YR-A95A-01A	6	53169896	53713099	383	0.1062
TCGA-YR-A95A-01A	6	53713707	55467747	1146	-0.6087
TCGA-YR-A95A-01A	6	55468617	55591282	90	0.1372
TCGA-YR-A95A-01A	6	55593160	55690574	46	-0.5047
TCGA-YR-A95A-01A	6	55693268	55997401	181	0.0946
TCGA-YR-A95A-01A	6	56001293	56035410	23	-0.5494
TCGA-YR-A95A-01A	6	56040343	56245844	123	0.0853
TCGA-YR-A95A-01A	6	56249857	56261595	14	-0.4301
TCGA-YR-A95A-01A	6	56262105	56353561	80	0.1316
TCGA-YR-A95A-01A	6	56354541	56494614	86	-0.5168
TCGA-YR-A95A-01A	6	56497431	57324686	382	0.1043
TCGA-YR-A95A-01A	6	57325793	57347009	9	-0.6946
TCGA-YR-A95A-01A	6	61527062	69764138	4386	0.092
TCGA-YR-A95A-01A	6	69769617	69853152	51	-0.5754
TCGA-YR-A95A-01A	6	69856484	69891720	30	0.1415
TCGA-YR-A95A-01A	6	69894293	69980637	48	-0.5737
TCGA-YR-A95A-01A	6	69980997	70328066	302	0.0936
TCGA-YR-A95A-01A	6	70330978	71387344	452	-0.5682
TCGA-YR-A95A-01A	6	71396439	71405918	10	0.0835
TCGA-YR-A95A-01A	6	71406270	71518043	88	-0.566
TCGA-YR-A95A-01A	6	71525027	71750042	160	0.1045
TCGA-YR-A95A-01A	6	71754973	72056220	203	-0.5897
TCGA-YR-A95A-01A	6	72061170	72088843	13	0.2232
TCGA-YR-A95A-01A	6	72089099	72248087	115	-0.5789
TCGA-YR-A95A-01A	6	72253227	72481669	153	0.1152
TCGA-YR-A95A-01A	6	72482984	72579053	38	-0.4501
TCGA-YR-A95A-01A	6	72579321	85182026	7161	0.1039
TCGA-YR-A95A-01A	6	85185867	85672021	243	-0.563
TCGA-YR-A95A-01A	6	85674252	99343630	7285	0.107
TCGA-YR-A95A-01A	6	99344065	99419388	46	-0.6318
TCGA-YR-A95A-01A	6	99421833	99489668	50	0.0631
TCGA-YR-A95A-01A	6	99493358	99528712	27	-0.5793
TCGA-YR-A95A-01A	6	99532289	99788297	165	0.1071
TCGA-YR-A95A-01A	6	99788450	99822570	40	-0.6117
TCGA-YR-A95A-01A	6	99829964	103729714	2131	0.0967
TCGA-YR-A95A-01A	6	103730842	105201683	790	-0.5701
TCGA-YR-A95A-01A	6	105208885	105211258	2	-2.6392
TCGA-YR-A95A-01A	6	105212164	105888488	446	-0.5596
TCGA-YR-A95A-01A	6	105890346	105897408	3	-2.9219
TCGA-YR-A95A-01A	6	105898884	116487724	6313	-0.5711
TCGA-YR-A95A-01A	6	116493205	116530078	19	-1.7913
TCGA-YR-A95A-01A	6	116536680	121542622	2525	-0.5575
TCGA-YR-A95A-01A	6	121545081	121581098	12	-1.3663
TCGA-YR-A95A-01A	6	121581255	121660295	28	-0.5397
TCGA-YR-A95A-01A	6	121661901	121867326	106	-1.9256
TCGA-YR-A95A-01A	6	121873010	146494173	15010	-0.5645
TCGA-YR-A95A-01A	6	146494883	146502302	2	-2.6229
TCGA-YR-A95A-01A	6	146502610	163256516	10979	-0.5703
TCGA-YR-A95A-01A	6	163257398	163931720	483	-2.391
TCGA-YR-A95A-01A	6	163932893	164420200	200	-0.5725
TCGA-YR-A95A-01A	6	164421080	164421326	2	-2.109
TCGA-YR-A95A-01A	6	164423679	164971528	320	-0.5696
TCGA-YR-A95A-01A	6	164974665	165308676	247	-2.5722
TCGA-YR-A95A-01A	6	165323080	167147930	1333	-0.5962
TCGA-YR-A95A-01A	6	167862052	167931668	30	-1.9264
TCGA-YR-A95A-01A	6	168457458	169706613	541	-0.5948
TCGA-YR-A95A-01A	6	169708703	169713199	7	-3.7952
TCGA-YR-A95A-01A	6	169715369	169744654	14	-1.5117
TCGA-YR-A95A-01A	6	169748018	170596889	234	-0.5812
TCGA-YR-A95A-01A	7	664936	21510039	10569	0.0952
TCGA-YR-A95A-01A	7	21510273	43928502	14578	0.1215
TCGA-YR-A95A-01A	7	43931554	43932391	2	-1.254
TCGA-YR-A95A-01A	7	43934815	55656837	8005	0.1092
TCGA-YR-A95A-01A	7	55662548	79226755	6851	0.0868
TCGA-YR-A95A-01A	7	79227333	79282316	53	-0.5754
TCGA-YR-A95A-01A	7	79284209	100088630	10862	0.1018
TCGA-YR-A95A-01A	7	100093067	100446725	91	0.4514
TCGA-YR-A95A-01A	7	100447886	131641134	16303	0.1015
TCGA-YR-A95A-01A	7	131641781	135344104	2375	0.1401
TCGA-YR-A95A-01A	7	135344487	158592540	12218	0.108
TCGA-YR-A95A-01A	8	667625	122439103	68439	0.1056
TCGA-YR-A95A-01A	8	122439866	144182542	13745	0.1274
TCGA-YR-A95A-01A	9	789794	68425024	23586	0.1047
TCGA-YR-A95A-01A	9	68426962	92878080	16751	-0.5623
TCGA-YR-A95A-01A	9	92878099	92885555	3	-2.0194
TCGA-YR-A95A-01A	9	92887727	97771865	2984	-0.5432
TCGA-YR-A95A-01A	9	97772541	97775520	5	-2.4485
TCGA-YR-A95A-01A	9	97777701	105489464	4772	-0.5607
TCGA-YR-A95A-01A	9	105498390	105825551	164	0.0454
TCGA-YR-A95A-01A	9	105887212	138044505	20017	-0.5604
TCGA-YR-A95A-01A	10	366509	5509218	3341	0.1026
TCGA-YR-A95A-01A	10	5509887	5512084	2	-1.461
TCGA-YR-A95A-01A	10	5512178	69285604	37493	0.0972
TCGA-YR-A95A-01A	10	69285644	132617792	40251	0.1139
TCGA-YR-A95A-01A	10	132621899	133411599	156	0.0588
TCGA-YR-A95A-01A	11	456012	50096159	30552	-0.5699
TCGA-YR-A95A-01A	11	50101778	57152841	542	0.1425
TCGA-YR-A95A-01A	11	57153216	60759004	2020	-0.016
TCGA-YR-A95A-01A	11	60760449	61540785	423	0.075
TCGA-YR-A95A-01A	11	61549427	61877547	132	0.422
TCGA-YR-A95A-01A	11	61880742	64429552	1201	0.0829
TCGA-YR-A95A-01A	11	64429608	74844745	4284	-1e-04
TCGA-YR-A95A-01A	11	74847260	77336470	1357	0.098
TCGA-YR-A95A-01A	11	77336634	80592502	2245	-0.0163
TCGA-YR-A95A-01A	11	80599740	85177397	2694	0.0804
TCGA-YR-A95A-01A	11	85177770	85782667	274	-0.0517
TCGA-YR-A95A-01A	11	85785697	89648409	2516	0.0857
TCGA-YR-A95A-01A	11	89650684	89695811	15	-0.3547
TCGA-YR-A95A-01A	11	90098873	92735763	1677	0.0812
TCGA-YR-A95A-01A	11	92737422	105530387	8109	-0.5715
TCGA-YR-A95A-01A	11	105530444	105533088	2	-2.8303
TCGA-YR-A95A-01A	11	105533123	114787486	5814	-0.5651
TCGA-YR-A95A-01A	11	114787735	114787914	2	-2.916
TCGA-YR-A95A-01A	11	114789902	115034483	180	-0.5555
TCGA-YR-A95A-01A	11	115040646	125824167	7587	0.1056
TCGA-YR-A95A-01A	11	125828759	134272740	5753	-0.5647
TCGA-YR-A95A-01A	12	780472	50814339	26142	0.1026
TCGA-YR-A95A-01A	12	50818961	50844033	20	-0.6743
TCGA-YR-A95A-01A	12	50844665	56097904	2867	0.1173
TCGA-YR-A95A-01A	12	56097932	56133933	22	0.5275
TCGA-YR-A95A-01A	12	56134037	56166563	18	0.1605
TCGA-YR-A95A-01A	12	56168540	68831748	7736	0.1016
TCGA-YR-A95A-01A	12	68834805	68835147	8	-0.5557
TCGA-YR-A95A-01A	12	68839126	102569869	20601	0.0982
TCGA-YR-A95A-01A	12	102570770	132605822	16884	0.117
TCGA-YR-A95A-01A	13	18874255	53626939	21025	0.1084
TCGA-YR-A95A-01A	13	53628284	92644131	21772	0.0906
TCGA-YR-A95A-01A	13	92644293	98696562	3963	0.1188
TCGA-YR-A95A-01A	13	98705267	98709705	2	-1.4113
TCGA-YR-A95A-01A	13	98709775	114226675	10203	0.1142
TCGA-YR-A95A-01A	14	20033191	33354336	7027	0.0988
TCGA-YR-A95A-01A	14	33354403	33355187	2	-1.8496
TCGA-YR-A95A-01A	14	33355805	34341242	868	0.1193
TCGA-YR-A95A-01A	14	34343844	34378023	23	0.5683
TCGA-YR-A95A-01A	14	34380714	48964279	6960	0.0838
TCGA-YR-A95A-01A	14	48965585	71347618	13823	0.1121
TCGA-YR-A95A-01A	14	71348126	71426334	28	0.5147
TCGA-YR-A95A-01A	14	71431340	89752222	11594	0.1083
TCGA-YR-A95A-01A	14	89756980	89782184	38	0.5608
TCGA-YR-A95A-01A	14	89783994	99690434	6804	0.1306
TCGA-YR-A95A-01A	14	99691454	99696040	3	-2.092
TCGA-YR-A95A-01A	14	99699409	102909257	1666	0.1102
TCGA-YR-A95A-01A	14	102910984	103259355	188	0.5068
TCGA-YR-A95A-01A	14	103259633	105331770	687	0.103
TCGA-YR-A95A-01A	14	105336985	105533894	48	0.474
TCGA-YR-A95A-01A	15	23437561	101344124	44752	0.1096
TCGA-YR-A95A-01A	16	603333	2954160	637	0.1047
TCGA-YR-A95A-01A	16	2954199	4827957	891	0.5191
TCGA-YR-A95A-01A	16	4828401	4828888	3	-0.6392
TCGA-YR-A95A-01A	16	4833596	5460605	401	0.5227
TCGA-YR-A95A-01A	16	5469599	68577028	26158	0.1087
TCGA-YR-A95A-01A	16	68581285	71562102	1186	0.5018
TCGA-YR-A95A-01A	16	71563284	89317317	11911	0.1103
TCGA-YR-A95A-01A	17	1074619	37312387	14433	0.1035
TCGA-YR-A95A-01A	17	37317803	37478715	77	0.4792
TCGA-YR-A95A-01A	17	37482945	80705179	21991	0.1061
TCGA-YR-A95A-01A	17	80712531	82959812	762	0.523
TCGA-YR-A95A-01A	18	326691	27769883	12280	0.1064
TCGA-YR-A95A-01A	18	27770438	35468501	4620	0.0815
TCGA-YR-A95A-01A	18	35468590	51509551	10219	0.1153
TCGA-YR-A95A-01A	18	51511385	51515058	7	-0.6878
TCGA-YR-A95A-01A	18	51516980	79349796	15815	0.1026
TCGA-YR-A95A-01A	19	283868	15095560	5547	0.0851
TCGA-YR-A95A-01A	19	15095850	15098238	2	-1.3758
TCGA-YR-A95A-01A	19	15098291	17266803	1148	0.0897
TCGA-YR-A95A-01A	19	17267350	17446519	66	0.4677
TCGA-YR-A95A-01A	19	17450645	58370362	17377	0.0964
TCGA-YR-A95A-01A	20	472817	41866899	22833	0.1074
TCGA-YR-A95A-01A	20	41869103	41900512	32	-0.6512
TCGA-YR-A95A-01A	20	41902569	48542050	4608	0.1196
TCGA-YR-A95A-01A	20	48544092	56313929	5216	0.0874
TCGA-YR-A95A-01A	20	56314454	63588502	4850	0.1214
TCGA-YR-A95A-01A	21	13974127	15571745	1104	0.1036
TCGA-YR-A95A-01A	21	15573242	28010210	7880	0.0816
TCGA-YR-A95A-01A	21	28010213	46262057	11601	0.111
TCGA-YR-A95A-01A	22	16934932	18131162	766	-0.5802
TCGA-YR-A95A-01A	22	21741482	36214525	8614	0.1148
TCGA-YR-A95A-01A	22	36218264	36319792	2	-1.468
TCGA-YR-A95A-01A	22	36320269	39784642	1756	0.1241
TCGA-YR-A95A-01A	22	39786749	42648759	1372	0.5095
TCGA-YR-A95A-01A	22	42650367	48940621	4570	0.1219
TCGA-YR-A95A-01A	X	3236359	27279321	10509	0.004
TCGA-YR-A95A-01A	X	27279737	27280328	2	-2.8948
TCGA-YR-A95A-01A	X	27281694	87743758	23291	-0.0022
TCGA-YR-A95A-01A	X	87747441	87748837	6	-4.5603
TCGA-YR-A95A-01A	X	87750365	92635366	1469	-0.0101
TCGA-YR-A95A-01A	X	92635846	92636110	2	-1.7087
TCGA-YR-A95A-01A	X	92639222	93668425	306	-0.0218
TCGA-YR-A95A-01A	X	93669112	93669139	2	1.413
TCGA-YR-A95A-01A	X	93669153	94378274	420	-0.0145
TCGA-YR-A95A-01A	X	94378552	94378894	2	1.9572
TCGA-YR-A95A-01A	X	94382323	105555224	4844	0.0076
TCGA-YR-A95A-01A	X	105559147	105692405	80	-1.2465
TCGA-YR-A95A-01A	X	105696373	155677414	22797	0.0076
TCGA-ZH-A8Y6-01A	1	3301765	84080491	46479	0.0017
TCGA-ZH-A8Y6-01A	1	84084215	84094441	11	-0.8524
TCGA-ZH-A8Y6-01A	1	84096582	247650984	83216	6e-04
TCGA-ZH-A8Y6-01A	2	480597	241537572	132185	0.0081
TCGA-ZH-A8Y6-01A	3	2170634	82151318	47371	1e-04
TCGA-ZH-A8Y6-01A	3	82154394	82154869	2	-1.6959
TCGA-ZH-A8Y6-01A	3	82157386	197812401	59765	5e-04
TCGA-ZH-A8Y6-01A	4	1059384	187842528	103481	8e-04
TCGA-ZH-A8Y6-01A	5	914118	18604158	11424	-0.0057
TCGA-ZH-A8Y6-01A	5	18607208	18666713	35	0.4317
TCGA-ZH-A8Y6-01A	5	18675651	114915032	49629	8e-04
TCGA-ZH-A8Y6-01A	5	114924417	114926095	2	-1.956
TCGA-ZH-A8Y6-01A	5	114928471	180934240	39990	0.0017
TCGA-ZH-A8Y6-01A	6	1011760	147032956	83036	9e-04
TCGA-ZH-A8Y6-01A	6	147033140	147036397	3	-1.3693
TCGA-ZH-A8Y6-01A	6	147036777	170596889	14100	-0.003
TCGA-ZH-A8Y6-01A	7	664936	11963143	4871	0.0045
TCGA-ZH-A8Y6-01A	7	11965346	11970376	6	-0.925
TCGA-ZH-A8Y6-01A	7	11973353	137015962	65834	3e-04
TCGA-ZH-A8Y6-01A	7	137020404	137020467	2	-1.9788
TCGA-ZH-A8Y6-01A	7	137020945	158592540	11206	-0.0031
TCGA-ZH-A8Y6-01A	8	667625	144182542	82202	0.003
TCGA-ZH-A8Y6-01A	9	789794	1608186	220	0.0213
TCGA-ZH-A8Y6-01A	9	1609249	1609817	2	-1.7655
TCGA-ZH-A8Y6-01A	9	1609898	138044505	68235	8e-04
TCGA-ZH-A8Y6-01A	10	366509	82362026	48970	-0.0034
TCGA-ZH-A8Y6-01A	10	82363137	82364569	2	-1.6535
TCGA-ZH-A8Y6-01A	10	82369899	85248541	2065	2e-04
TCGA-ZH-A8Y6-01A	10	85248654	85251196	2	-1.548
TCGA-ZH-A8Y6-01A	10	85251353	133411599	30221	-0.0049
TCGA-ZH-A8Y6-01A	11	456012	125105496	71303	-6e-04
TCGA-ZH-A8Y6-01A	11	125114086	125116103	3	-1.3859
TCGA-ZH-A8Y6-01A	11	125116196	125414990	248	-0.0242
TCGA-ZH-A8Y6-01A	11	125417499	125417777	3	-1.1799
TCGA-ZH-A8Y6-01A	11	125420858	131695446	4510	-0.0084
TCGA-ZH-A8Y6-01A	11	131695578	131700957	10	-0.8043
TCGA-ZH-A8Y6-01A	11	131703438	131775419	63	-0.0287
TCGA-ZH-A8Y6-01A	11	131778023	131786624	11	-0.3334
TCGA-ZH-A8Y6-01A	11	131786643	132000315	188	0.0215
TCGA-ZH-A8Y6-01A	11	132000599	132011769	6	-0.684
TCGA-ZH-A8Y6-01A	11	132011876	134262730	1206	-0.0054
TCGA-ZH-A8Y6-01A	11	134267239	134272740	4	-0.7527
TCGA-ZH-A8Y6-01A	12	780472	39907722	20242	0.0046
TCGA-ZH-A8Y6-01A	12	39909703	39920951	23	-0.638
TCGA-ZH-A8Y6-01A	12	39923619	56669714	9035	0.0015
TCGA-ZH-A8Y6-01A	12	56670615	58214381	765	0.5026
TCGA-ZH-A8Y6-01A	12	58217090	132605822	44257	0.0066
TCGA-ZH-A8Y6-01A	13	18874255	48565553	18952	0.0013
TCGA-ZH-A8Y6-01A	13	48567933	48571288	4	-1.3263
TCGA-ZH-A8Y6-01A	13	48572725	74716413	13135	0.0014
TCGA-ZH-A8Y6-01A	13	74721780	74798478	60	0.3675
TCGA-ZH-A8Y6-01A	13	74813628	114226675	24827	2e-04
TCGA-ZH-A8Y6-01A	14	20033191	105533894	49771	5e-04
TCGA-ZH-A8Y6-01A	15	23437561	50823350	14089	-0.001
TCGA-ZH-A8Y6-01A	15	50826644	50827191	2	-1.7403
TCGA-ZH-A8Y6-01A	15	50827284	101344124	30666	-0.0047
TCGA-ZH-A8Y6-01A	16	603333	89317317	41199	0.0029
TCGA-ZH-A8Y6-01A	17	1074619	82959812	37279	0.0025
TCGA-ZH-A8Y6-01A	18	326691	22392424	8855	0.0025
TCGA-ZH-A8Y6-01A	18	22392782	22397857	3	-1.2793
TCGA-ZH-A8Y6-01A	18	22400903	79349796	34093	0.002
TCGA-ZH-A8Y6-01A	19	283868	58370362	24146	0.0058
TCGA-ZH-A8Y6-01A	20	472817	63588502	37543	-0.0033
TCGA-ZH-A8Y6-01A	21	13974127	46262057	20596	0.0021
TCGA-ZH-A8Y6-01A	22	16934932	32264716	6287	-0.0058
TCGA-ZH-A8Y6-01A	22	32268186	32269397	5	-1.4324
TCGA-ZH-A8Y6-01A	22	32269459	48940621	10792	-5e-04
TCGA-ZH-A8Y6-01A	X	3236359	23668906	8635	-0.007
TCGA-ZH-A8Y6-01A	X	23669431	25379790	940	0.523
TCGA-ZH-A8Y6-01A	X	25383430	56765278	13810	-0.0057
